"","Location","Tournament","Date","Series","Court","Surface","Round","BestOf","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Comment","Result","RankNadal","RankRival","RivalName","PartidosUlt6Meses","PartidosUlt3Meses","PartidosUltMes","WRUlt6Meses","WRUlt3Meses","WRUltMes","PartidosRivalUlt6Meses","PartidosRivalUlt3Meses","PartidosRivalUltMes","WRRivalUlt6Meses","WRRivalUlt3Meses","WRRivalUltMes","SetsNadal","SetsRival","SetsGanadosUltPartido","SetsPerdidosUltPartido","ResultUltPartido","RoundUltPartido","H2HPartidos","H2HGanados","H2HWR"
"334","Melbourne","Australian Open",2009-01-26,"Grand Slam","Outdoor","Hard","4th Round","5",6,3,6,2,6,4,NA,NA,NA,NA,"Completed","Win",1,14,"Gonzalez F.",24,10,7,0.791666666666667,0.8,0.857142857142857,17,4,4,0.647058823529412,0.75,0.75,3,0,3,0,"Win","3rd Round",4,3,0.75
"335","Melbourne","Australian Open",2009-01-28,"Grand Slam","Outdoor","Hard","Quarterfinals","5",6,2,7,5,7,5,NA,NA,NA,NA,"Completed","Win",1,8,"Simon G.",23,9,8,0.782608695652174,0.777777777777778,0.875,32,10,6,0.6875,0.6,0.666666666666667,3,0,3,0,"Win","4th Round",3,2,0.666666666666667
"336","Melbourne","Australian Open",2009-01-30,"Grand Slam","Outdoor","Hard","Semifinals","5",6,7,6,4,7,6,6,7,6,4,"Completed","Win",1,15,"Verdasco F.",22,9,9,0.818181818181818,0.888888888888889,0.888888888888889,31,11,11,0.67741935483871,0.818181818181818,0.818181818181818,3,2,3,0,"Win","Quarterfinals",6,6,1
"337","Melbourne","Australian Open",2009-02-01,"Grand Slam","Outdoor","Hard","The Final","5",7,5,3,6,7,6,3,6,6,2,"Completed","Win",1,2,"Federer R.",23,10,10,0.826086956521739,0.9,0.9,33,14,11,0.818181818181818,0.714285714285714,0.818181818181818,3,2,3,2,"Win","Semifinals",17,11,0.647058823529412
"338","Rotterdam","ABN AMRO World Tennis Tournament",2009-02-11,"ATP500","Indoor","Hard","1st Round","3",4,6,6,2,7,5,NA,NA,NA,NA,"Completed","Win",1,37,"Bolelli S.",24,11,8,0.833333333333333,0.909090909090909,1,19,6,5,0.368421052631579,0.333333333333333,0.2,2,1,3,2,"Win","The Final",0,0,NA
"339","Rotterdam","ABN AMRO World Tennis Tournament",2009-02-12,"ATP500","Indoor","Hard","2nd Round","3",7,5,3,6,6,2,NA,NA,NA,NA,"Completed","Win",1,490,"Dimitrov G.",25,12,9,0.84,0.916666666666667,1,2,2,2,0.5,0.5,0.5,2,1,2,1,"Win","1st Round",0,0,NA
"340","Rotterdam","ABN AMRO World Tennis Tournament",2009-02-13,"ATP500","Indoor","Hard","Quarterfinals","3",6,4,6,7,6,4,NA,NA,NA,NA,"Completed","Win",1,13,"Tsonga J.W.",26,13,10,0.846153846153846,0.923076923076923,1,41,18,14,0.731707317073171,0.777777777777778,0.785714285714286,2,1,2,1,"Win","2nd Round",3,2,0.666666666666667
"341","Rotterdam","ABN AMRO World Tennis Tournament",2009-02-14,"ATP500","Indoor","Hard","Semifinals","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",1,12,"Monfils G.",27,14,11,0.851851851851852,0.928571428571429,1,30,12,8,0.733333333333333,0.75,0.75,2,0,2,1,"Win","Quarterfinals",4,3,0.75
"342","Rotterdam","ABN AMRO World Tennis Tournament",2009-02-15,"ATP500","Indoor","Hard","The Final","3",6,3,4,6,6,0,NA,NA,NA,NA,"Completed","Lose",1,4,"Murray A.",28,15,12,0.821428571428571,0.866666666666667,0.916666666666667,38,14,9,0.894736842105263,0.928571428571429,0.888888888888889,1,2,2,0,"Win","Semifinals",6,5,0.833333333333333
"343","Indian Wells","BNP Paribas Open",2009-03-16,"Masters 1000","Outdoor","Hard","2nd Round","3",6,2,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",1,112,"Berrer M.",23,16,2,0.826086956521739,0.875,0.5,6,4,2,0.333333333333333,0.5,0.5,2,0,1,2,"Lose","The Final",0,0,NA
"344","Indian Wells","BNP Paribas Open",2009-03-18,"Masters 1000","Outdoor","Hard","3rd Round","3",6,3,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",1,27,"Tursunov D.",24,17,2,0.833333333333333,0.882352941176471,1,21,12,5,0.476190476190476,0.333333333333333,0.4,2,0,2,0,"Win","2nd Round",1,1,1
"345","Indian Wells","BNP Paribas Open",2009-03-19,"Masters 1000","Outdoor","Hard","4th Round","3",3,6,7,6,6,0,NA,NA,NA,NA,"Completed","Win",1,14,"Nalbandian D.",25,18,3,0.84,0.888888888888889,1,31,14,7,0.806451612903226,0.714285714285714,0.571428571428571,2,1,2,0,"Win","3rd Round",2,0,0
"346","Indian Wells","BNP Paribas Open",2009-03-20,"Masters 1000","Outdoor","Hard","Quarterfinals","3",6,2,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",1,6,"Del Potro J.M.",26,19,4,0.846153846153846,0.894736842105263,1,38,19,6,0.710526315789474,0.789473684210526,0.666666666666667,2,0,2,1,"Win","4th Round",3,3,1
"347","Indian Wells","BNP Paribas Open",2009-03-21,"Masters 1000","Outdoor","Hard","Semifinals","3",6,4,7,6,NA,NA,NA,NA,NA,NA,"Completed","Win",1,7,"Roddick A.",27,20,5,0.851851851851852,0.9,1,42,25,9,0.785714285714286,0.84,0.888888888888889,2,0,2,0,"Win","Quarterfinals",3,2,0.666666666666667
"348","Indian Wells","BNP Paribas Open",2009-03-22,"Masters 1000","Outdoor","Hard","The Final","3",6,1,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",1,4,"Murray A.",28,21,6,0.857142857142857,0.904761904761905,1,40,23,9,0.875,0.869565217391304,0.777777777777778,2,0,2,0,"Win","Semifinals",7,5,0.714285714285714
"349","Miami","Sony Ericsson Open",2009-03-29,"Masters 1000","Outdoor","Hard","2nd Round","3",6,2,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",1,72,"Gabashvili T.",29,22,7,0.862068965517241,0.909090909090909,1,14,11,4,0.357142857142857,0.363636363636364,0.5,2,0,2,0,"Win","The Final",0,0,NA
"350","Miami","Sony Ericsson Open",2009-03-30,"Masters 1000","Outdoor","Hard","3rd Round","3",7,5,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",1,74,"Gil F.",30,23,8,0.866666666666667,0.91304347826087,1,11,11,3,0.727272727272727,0.727272727272727,0.666666666666667,2,0,2,0,"Win","2nd Round",0,0,NA
"351","Miami","Sony Ericsson Open",2009-04-01,"Masters 1000","Outdoor","Hard","4th Round","3",7,6,7,6,NA,NA,NA,NA,NA,NA,"Completed","Win",1,17,"Wawrinka S.",31,24,9,0.870967741935484,0.916666666666667,1,15,10,6,0.466666666666667,0.6,0.666666666666667,2,0,2,0,"Win","3rd Round",3,3,1
"352","Miami","Sony Ericsson Open",2009-04-02,"Masters 1000","Outdoor","Hard","Quarterfinals","3",6,4,3,6,7,6,NA,NA,NA,NA,"Completed","Lose",1,7,"Del Potro J.M.",32,25,10,0.84375,0.88,0.9,38,23,8,0.710526315789474,0.826086956521739,0.875,1,2,2,0,"Win","4th Round",4,4,1
"353","Monte Carlo","Monte Carlo Masters",2009-04-15,"Masters 1000","Outdoor","Clay","2nd Round","3",6,2,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",1,167,"Chela J.I.",30,23,10,0.833333333333333,0.91304347826087,0.9,11,11,3,0.454545454545455,0.454545454545455,0.333333333333333,2,0,1,2,"Lose","Quarterfinals",3,3,1
"354","Monte Carlo","Monte Carlo Masters",2009-04-17,"Masters 1000","Outdoor","Clay","3rd Round","3",6,3,6,0,NA,NA,NA,NA,NA,NA,"Completed","Win",1,98,"Lapentti N.",31,25,11,0.870967741935484,0.92,0.909090909090909,12,10,3,0.416666666666667,0.4,0.666666666666667,2,0,2,0,"Win","2nd Round",1,1,1
"355","Monte Carlo","Monte Carlo Masters",2009-04-17,"Masters 1000","Outdoor","Clay","Quarterfinals","3",6,3,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",1,66,"Ljubicic I.",31,25,11,0.870967741935484,0.92,0.909090909090909,22,19,8,0.5,0.526315789473684,0.5,2,0,2,0,"Win","3rd Round",4,3,0.75
"356","Monte Carlo","Monte Carlo Masters",2009-04-18,"Masters 1000","Outdoor","Clay","Semifinals","3",6,2,7,6,NA,NA,NA,NA,NA,NA,"Completed","Win",1,4,"Murray A.",32,26,11,0.875,0.923076923076923,0.909090909090909,45,28,12,0.866666666666667,0.857142857142857,0.833333333333333,2,0,2,0,"Win","Quarterfinals",8,6,0.75
"357","Monte Carlo","Monte Carlo Masters",2009-04-19,"Masters 1000","Outdoor","Clay","The Final","3",6,3,2,6,6,1,NA,NA,NA,NA,"Completed","Win",1,3,"Djokovic N.",33,27,11,0.878787878787879,0.925925925925926,0.909090909090909,40,28,11,0.775,0.821428571428571,0.818181818181818,2,1,2,0,"Win","Semifinals",13,9,0.692307692307692
"358","Barcelona","Open Banco Sabadell",2009-04-22,"ATP500","Outdoor","Clay","2nd Round","3",6,2,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",1,75,"Gil F.",34,26,10,0.882352941176471,0.923076923076923,0.9,16,16,8,0.6875,0.6875,0.625,2,0,2,1,"Win","The Final",1,1,1
"359","Barcelona","Open Banco Sabadell",2009-04-23,"ATP500","Outdoor","Clay","3rd Round","3",6,2,6,0,NA,NA,NA,NA,NA,NA,"Completed","Win",1,61,"Rochus C.",35,27,11,0.885714285714286,0.925925925925926,0.909090909090909,19,17,6,0.421052631578947,0.470588235294118,0.333333333333333,2,0,2,0,"Win","2nd Round",1,1,1
"360","Barcelona","Open Banco Sabadell",2009-04-24,"ATP500","Outdoor","Clay","Quarterfinals","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walkover","Win",1,15,"Nalbandian D.",36,27,12,0.888888888888889,0.925925925925926,0.916666666666667,26,15,7,0.730769230769231,0.6,0.571428571428571,NA,NA,2,0,"Win","3rd Round",3,1,0.333333333333333
"361","Barcelona","Open Banco Sabadell",2009-04-25,"ATP500","Outdoor","Clay","Semifinals","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",1,8,"Davydenko N.",37,28,13,0.891891891891892,0.928571428571429,0.923076923076923,20,9,7,0.65,0.666666666666667,0.714285714285714,2,0,NA,NA,"Win","Quarterfinals",5,3,0.6
"362","Barcelona","Open Banco Sabadell",2009-04-26,"ATP500","Outdoor","Clay","The Final","3",6,2,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",1,13,"Ferrer D.",38,28,14,0.894736842105263,0.928571428571429,0.928571428571429,32,25,11,0.6875,0.72,0.727272727272727,2,0,2,0,"Win","Semifinals",8,6,0.75
"363","Rome","Internazionali BNL d'Italia",2009-04-29,"Masters 1000","Outdoor","Clay","2nd Round","3",6,2,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",1,37,"Seppi A.",36,28,13,0.916666666666667,0.928571428571429,0.923076923076923,19,15,5,0.368421052631579,0.4,0.4,2,0,2,0,"Win","The Final",1,0,0
"364","Rome","Internazionali BNL d'Italia",2009-04-30,"Masters 1000","Outdoor","Clay","3rd Round","3",6,1,6,0,NA,NA,NA,NA,NA,NA,"Completed","Win",1,27,"Soderling R.",37,28,14,0.918918918918919,0.928571428571429,0.928571428571429,17,9,6,0.470588235294118,0.333333333333333,0.5,2,0,2,0,"Win","2nd Round",2,2,1
"365","Rome","Internazionali BNL d'Italia",2009-05-01,"Masters 1000","Outdoor","Clay","Quarterfinals","3",6,3,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",1,8,"Verdasco F.",38,29,14,0.921052631578947,0.931034482758621,0.928571428571429,28,17,10,0.75,0.705882352941177,0.6,2,0,2,0,"Win","3rd Round",7,7,1
"366","Rome","Internazionali BNL d'Italia",2009-05-02,"Masters 1000","Outdoor","Clay","Semifinals","3",6,3,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",1,13,"Gonzalez F.",39,29,14,0.923076923076923,0.931034482758621,1,22,18,9,0.772727272727273,0.777777777777778,0.777777777777778,2,0,2,0,"Win","Quarterfinals",5,4,0.8
"367","Rome","Internazionali BNL d'Italia",2009-05-03,"Masters 1000","Outdoor","Clay","The Final","3",7,6,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",1,3,"Djokovic N.",40,30,15,0.925,0.933333333333333,1,43,29,11,0.790697674418605,0.827586206896552,0.727272727272727,2,0,2,0,"Win","Semifinals",14,10,0.714285714285714
"368","Madrid","Mutua Madrileña Madrid Open",2009-05-13,"Masters 1000","Outdoor","Clay","2nd Round","3",6,3,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",1,27,"Melzer J.",41,29,16,0.926829268292683,0.931034482758621,1,20,12,5,0.4,0.416666666666667,0.6,2,0,2,0,"Win","The Final",0,0,NA
"369","Madrid","Mutua Madrileña Madrid Open",2009-05-14,"Masters 1000","Outdoor","Clay","3rd Round","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walkover","Win",1,35,"Kohlschreiber P.",42,29,17,0.928571428571429,0.931034482758621,1,25,16,8,0.56,0.5625,0.5,NA,NA,2,0,"Win","2nd Round",4,4,1
"370","Madrid","Mutua Madrileña Madrid Open",2009-05-15,"Masters 1000","Outdoor","Clay","Quarterfinals","3",6,4,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",1,8,"Verdasco F.",43,29,17,0.930232558139535,0.931034482758621,1,31,20,11,0.741935483870968,0.7,0.636363636363636,2,0,NA,NA,"Win","3rd Round",8,8,1
"371","Madrid","Mutua Madrileña Madrid Open",2009-05-16,"Masters 1000","Outdoor","Clay","Semifinals","3",3,6,7,6,7,6,NA,NA,NA,NA,"Completed","Win",1,4,"Djokovic N.",44,29,18,0.931818181818182,0.96551724137931,1,46,37,16,0.804347826086957,0.837837837837838,0.8125,2,1,2,0,"Win","Quarterfinals",15,11,0.733333333333333
"372","Madrid","Mutua Madrileña Madrid Open",2009-05-17,"Masters 1000","Outdoor","Clay","The Final","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Lose",1,2,"Federer R.",45,30,17,0.911111111111111,0.933333333333333,0.941176470588235,32,21,9,0.8125,0.80952380952381,0.888888888888889,0,2,2,1,"Win","Semifinals",18,12,0.666666666666667
"373","Paris","French Open",2009-05-25,"Grand Slam","Outdoor","Clay","1st Round","5",7,5,6,4,6,3,NA,NA,NA,NA,"Completed","Win",1,97,"Daniel M.",46,31,12,0.91304347826087,0.935483870967742,0.916666666666667,8,5,4,0.25,0.4,0.5,3,0,0,2,"Lose","The Final",0,0,NA
"374","Paris","French Open",2009-05-27,"Grand Slam","Outdoor","Clay","2nd Round","5",6,1,6,4,6,2,NA,NA,NA,NA,"Completed","Win",1,72,"Gabashvili T.",47,32,12,0.914893617021277,0.9375,0.916666666666667,20,13,5,0.35,0.384615384615385,0.2,3,0,3,0,"Win","1st Round",1,1,1
"375","Paris","French Open",2009-05-29,"Grand Slam","Outdoor","Clay","3rd Round","5",6,1,6,3,6,1,NA,NA,NA,NA,"Completed","Win",1,48,"Hewitt L.",48,33,12,0.916666666666667,0.939393939393939,0.916666666666667,26,16,6,0.615384615384615,0.6875,0.666666666666667,3,0,3,0,"Win","2nd Round",5,3,0.6
"376","Paris","French Open",2009-05-31,"Grand Slam","Outdoor","Clay","4th Round","5",6,2,6,7,6,4,7,6,NA,NA,"Completed","Lose",1,25,"Soderling R.",49,34,11,0.897959183673469,0.911764705882353,0.818181818181818,23,14,6,0.565217391304348,0.571428571428571,0.833333333333333,1,3,3,0,"Win","3rd Round",3,3,1
"377","Montreal","Rogers Masters",2009-08-12,"Masters 1000","Outdoor","Hard","2nd Round","3",4,3,NA,NA,NA,NA,NA,NA,NA,NA,"Retired","Win",2,19,"Ferrer D.",37,8,1,0.891891891891892,0.75,1,41,17,8,0.658536585365854,0.647058823529412,0.625,0,0,1,3,"Lose","4th Round",9,7,0.777777777777778
"378","Montreal","Rogers Masters",2009-08-13,"Masters 1000","Outdoor","Hard","3rd Round","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,45,"Petzschner P.",37,8,2,0.891891891891892,0.75,1,24,20,8,0.458333333333333,0.5,0.625,2,0,0,0,"Win","2nd Round",0,0,NA
"379","Montreal","Rogers Masters",2009-08-15,"Masters 1000","Outdoor","Hard","Quarterfinals","3",7,6,6,1,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,6,"Del Potro J.M.",37,7,3,0.891891891891892,0.714285714285714,0.666666666666667,37,17,9,0.783783783783784,0.882352941176471,1,0,2,2,0,"Win","3rd Round",5,4,0.8
"380","Cincinnati","Western & Southern Financial Group Masters",2009-08-19,"Masters 1000","Outdoor","Hard","2nd Round","3",7,6,7,6,NA,NA,NA,NA,NA,NA,"Completed","Win",3,45,"Seppi A.",38,8,4,0.894736842105263,0.75,0.75,31,15,6,0.516129032258065,0.533333333333333,0.666666666666667,2,0,0,2,"Lose","Quarterfinals",2,1,0.5
"381","Cincinnati","Western & Southern Financial Group Masters",2009-08-20,"Masters 1000","Outdoor","Hard","3rd Round","3",7,5,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",3,31,"Mathieu P.H.",39,9,5,0.897435897435897,0.777777777777778,0.8,33,21,10,0.515151515151515,0.571428571428571,0.6,2,0,2,0,"Win","2nd Round",7,7,1
"382","Cincinnati","Western & Southern Financial Group Masters",2009-08-21,"Masters 1000","Outdoor","Hard","Quarterfinals","3",6,4,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",3,18,"Berdych T.",40,10,6,0.9,0.8,0.833333333333333,32,16,8,0.59375,0.5625,0.625,2,0,2,0,"Win","3rd Round",7,4,0.571428571428571
"383","Cincinnati","Western & Southern Financial Group Masters",2009-08-22,"Masters 1000","Outdoor","Hard","Semifinals","3",6,1,6,4,NA,NA,NA,NA,NA,NA,"Completed","Lose",3,4,"Djokovic N.",41,11,7,0.878048780487805,0.727272727272727,0.714285714285714,53,20,7,0.830188679245283,0.8,0.857142857142857,0,2,2,0,"Win","Quarterfinals",16,12,0.75
"384","New York","US Open",2009-09-02,"Grand Slam","Outdoor","Hard","1st Round","5",6,2,6,2,6,3,NA,NA,NA,NA,"Completed","Win",3,46,"Gasquet R.",42,8,8,0.880952380952381,0.75,0.75,8,1,1,0.5,0,0,3,0,0,2,"Lose","Semifinals",5,5,1
"385","New York","US Open",2009-09-05,"Grand Slam","Outdoor","Hard","2nd Round","5",6,0,3,6,6,3,6,4,NA,NA,"Completed","Win",3,129,"Kiefer N.",43,9,9,0.883720930232558,0.777777777777778,0.777777777777778,25,14,4,0.44,0.5,0.25,3,1,3,0,"Win","1st Round",3,3,1
"386","New York","US Open",2009-09-06,"Grand Slam","Outdoor","Hard","3rd Round","5",7,5,6,4,6,4,NA,NA,NA,NA,"Completed","Win",3,33,"Almagro N.",44,10,10,0.886363636363636,0.8,0.8,29,17,6,0.517241379310345,0.588235294117647,0.5,3,0,3,1,"Win","2nd Round",2,2,1
"387","New York","US Open",2009-09-09,"Grand Slam","Outdoor","Hard","4th Round","5",6,7,6,3,6,1,6,3,NA,NA,"Completed","Win",3,13,"Monfils G.",45,11,11,0.888888888888889,0.818181818181818,0.818181818181818,19,7,6,0.578947368421053,0.571428571428571,0.5,3,1,3,0,"Win","3rd Round",5,4,0.8
"388","New York","US Open",2009-09-12,"Grand Slam","Outdoor","Hard","Quarterfinals","5",7,6,7,6,6,0,NA,NA,NA,NA,"Completed","Win",3,11,"Gonzalez F.",45,12,10,0.888888888888889,0.833333333333333,0.8,34,16,6,0.705882352941177,0.6875,0.666666666666667,3,0,3,1,"Win","4th Round",6,5,0.833333333333333
"389","New York","US Open",2009-09-13,"Grand Slam","Outdoor","Hard","Semifinals","5",6,2,6,2,6,2,NA,NA,NA,NA,"Completed","Lose",3,6,"Del Potro J.M.",46,13,11,0.869565217391304,0.769230769230769,0.727272727272727,39,18,9,0.794871794871795,0.888888888888889,0.888888888888889,0,3,3,0,"Win","Quarterfinals",6,4,0.666666666666667
"390","Beijing","China Open",2009-10-06,"ATP500","Outdoor","Hard","1st Round","3",6,4,3,6,6,4,NA,NA,NA,NA,"Completed","Win",2,90,"Baghdatis M.",38,14,4,0.868421052631579,0.785714285714286,0.75,13,7,3,0.307692307692308,0.285714285714286,0.333333333333333,2,1,0,3,"Lose","Semifinals",5,5,1
"391","Beijing","China Open",2009-10-08,"ATP500","Outdoor","Hard","2nd Round","3",7,5,6,7,6,3,NA,NA,NA,NA,"Completed","Win",2,24,"Blake J.",39,15,5,0.871794871794872,0.8,0.8,22,6,2,0.590909090909091,0.5,0.5,2,1,2,1,"Win","1st Round",5,2,0.4
"392","Beijing","China Open",2009-10-09,"ATP500","Outdoor","Hard","Quarterfinals","3",6,3,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,59,"Safin M.",40,16,5,0.875,0.8125,0.8,21,13,5,0.380952380952381,0.461538461538462,0.6,2,0,2,1,"Win","2nd Round",1,1,1
"393","Beijing","China Open",2009-10-10,"ATP500","Outdoor","Hard","Semifinals","3",6,1,6,3,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,15,"Cilic M.",41,17,6,0.853658536585366,0.764705882352941,0.666666666666667,30,13,4,0.633333333333333,0.692307692307692,1,0,2,2,0,"Win","Quarterfinals",0,0,NA
"394","Shanghai","Shanghai Masters",2009-10-14,"Masters 1000","Outdoor","Hard","2nd Round","3",6,2,6,7,6,4,NA,NA,NA,NA,"Completed","Win",2,26,"Blake J.",39,18,5,0.846153846153846,0.777777777777778,0.8,24,8,4,0.583333333333333,0.5,0.5,2,1,0,2,"Lose","Semifinals",6,3,0.5
"395","Shanghai","Shanghai Masters",2009-10-15,"Masters 1000","Outdoor","Hard","3rd Round","3",6,1,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,15,"Robredo T.",39,19,6,0.846153846153846,0.789473684210526,0.833333333333333,36,16,5,0.583333333333333,0.4375,0.6,2,0,2,1,"Win","2nd Round",3,3,1
"396","Shanghai","Shanghai Masters",2009-10-16,"Masters 1000","Outdoor","Hard","Quarterfinals","3",3,6,6,3,NA,NA,NA,NA,NA,NA,"Retired","Win",2,37,"Ljubicic I.",39,20,7,0.846153846153846,0.8,0.857142857142857,28,16,9,0.571428571428571,0.5625,0.666666666666667,1,1,2,0,"Win","3rd Round",5,4,0.8
"397","Shanghai","Shanghai Masters",2009-10-17,"Masters 1000","Outdoor","Hard","Semifinals","3",6,1,3,0,NA,NA,NA,NA,NA,NA,"Retired","Win",2,41,"Lopez F.",40,21,8,0.85,0.80952380952381,0.875,22,10,6,0.454545454545455,0.4,0.666666666666667,1,0,1,1,"Win","Quarterfinals",4,4,1
"398","Shanghai","Shanghai Masters",2009-10-18,"Masters 1000","Outdoor","Hard","The Final","3",7,6,6,3,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,8,"Davydenko N.",41,22,9,0.829268292682927,0.772727272727273,0.777777777777778,57,34,12,0.789473684210526,0.852941176470588,0.916666666666667,0,2,1,0,"Win","Semifinals",6,4,0.666666666666667
"399","Paris","BNP Paribas Masters",2009-11-11,"Masters 1000","Indoor","Hard","2nd Round","3",3,6,7,6,7,5,NA,NA,NA,NA,"Completed","Win",2,27,"Almagro N.",29,21,6,0.758620689655172,0.761904761904762,0.833333333333333,31,17,8,0.548387096774194,0.470588235294118,0.5,2,1,0,2,"Lose","The Final",3,3,1
"400","Paris","BNP Paribas Masters",2009-11-12,"Masters 1000","Indoor","Hard","3rd Round","3",6,3,3,6,7,5,NA,NA,NA,NA,"Completed","Win",2,15,"Robredo T.",29,22,7,0.758620689655172,0.772727272727273,0.857142857142857,32,16,7,0.5625,0.5625,0.571428571428571,2,1,2,1,"Win","2nd Round",4,4,1
"401","Paris","BNP Paribas Masters",2009-11-13,"Masters 1000","Indoor","Hard","Quarterfinals","3",7,5,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",2,9,"Tsonga J.W.",29,22,7,0.793103448275862,0.818181818181818,0.857142857142857,36,22,8,0.666666666666667,0.681818181818182,0.5,2,0,2,1,"Win","3rd Round",4,3,0.75
"402","Paris","BNP Paribas Masters",2009-11-14,"Masters 1000","Indoor","Hard","Semifinals","3",6,2,6,3,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,3,"Djokovic N.",30,23,7,0.766666666666667,0.782608695652174,0.714285714285714,45,29,11,0.844444444444444,0.896551724137931,0.909090909090909,0,2,2,0,"Win","Quarterfinals",17,12,0.705882352941177
"403","London","Masters Cup",2009-11-23,"Masters Cup","Indoor","Hard","Round Robin","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,9,"Soderling R.",29,20,5,0.724137931034483,0.75,0.6,43,24,4,0.744186046511628,0.75,0.75,0,2,0,2,"Lose","Semifinals",4,3,0.75
"404","London","Masters Cup",2009-11-25,"Masters Cup","Indoor","Hard","Round Robin","3",6,1,7,6,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,7,"Davydenko N.",29,21,6,0.689655172413793,0.714285714285714,0.5,51,25,8,0.764705882352941,0.76,0.625,0,2,0,2,"Lose","Round Robin",7,4,0.571428571428571
"405","London","Masters Cup",2009-11-27,"Masters Cup","Indoor","Hard","Round Robin","3",7,6,6,3,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,3,"Djokovic N.",29,22,7,0.689655172413793,0.681818181818182,0.428571428571429,46,28,13,0.847826086956522,0.892857142857143,0.923076923076923,0,2,0,2,"Lose","Round Robin",18,12,0.666666666666667
"406","Doha","Qatar Exxon Mobil Open",2010-01-05,"ATP250","Outdoor","Hard","1st Round","3",6,3,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,93,"Bolelli S.",30,16,1,0.7,0.625,1,12,3,1,0.333333333333333,0,0,2,0,0,2,"Lose","Round Robin",1,1,1
"407","Doha","Qatar Exxon Mobil Open",2010-01-06,"ATP250","Outdoor","Hard","2nd Round","3",6,2,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,62,"Starace P.",31,16,2,0.709677419354839,0.625,1,15,5,2,0.4,0.4,0.5,2,0,2,0,"Win","1st Round",4,4,1
"408","Doha","Qatar Exxon Mobil Open",2010-01-07,"ATP250","Outdoor","Hard","Quarterfinals","3",6,1,2,0,NA,NA,NA,NA,NA,NA,"Retired","Win",2,122,"Darcis S.",32,16,3,0.71875,0.625,1,9,4,3,0.222222222222222,0.5,0.666666666666667,1,0,2,0,"Win","2nd Round",0,0,NA
"409","Doha","Qatar Exxon Mobil Open",2010-01-08,"ATP250","Outdoor","Hard","Semifinals","3",6,1,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,29,"Troicki V.",33,16,4,0.727272727272727,0.6875,1,26,11,4,0.5,0.545454545454545,0.75,2,0,1,0,"Win","Quarterfinals",2,2,1
